"Events","phoneNumber"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-05-05T19:21:13Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-05-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-05-05T23:59:59Z""}]","63611066103"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-05-05T19:21:13Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-05-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-05-05T23:59:59Z""}]","63611066103"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-28T23:59:59Z""}]","63611110114"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-25T23:59:59Z""}]","63611114614"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-25T23:59:59Z""}]","63611114616"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-01T23:59:59Z""}]","63611136543"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-06-08T03:53:10Z""}]","63611543661"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-29T23:59:59Z""}]","63611611111"
"","63611616011"
"","63613416063"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-03-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-08-20T21:04:10Z""}]","63613641660"
"","63614604005"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-13T23:59:59Z""}]","63614606441"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-10T23:59:59Z""}]","63631134300"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-11-14T16:52:49Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-13T23:59:59Z""}]","63631150141"
"","63631510010"
"","63635164111"
"","63635516401"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-26T23:59:59Z""}]","63641014640"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-08-21T03:28:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-04T23:59:59Z""}]","63641016131"
"","63644631616"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-06T23:59:59Z""}]","63651166144"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-10T23:59:59Z""}]","63656015400"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-10T23:59:59Z""}]","63656015400"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-10T23:59:59Z""}]","63664111651"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-10T23:59:59Z""}]","63664111651"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-05-13T18:01:57Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-06-18T14:42:44Z""}]","64011014306"
"","64011113101"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-02-05T01:42:44Z""}]","64011114111"
"","64011114111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-08-24T16:03:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-08-24T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-24T16:03:00Z""}]","64011114444"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-21T23:59:59Z""}]","64011141144"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-12T23:59:59Z""}]","64011161316"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-04-01T17:00:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-10T23:59:59Z""}]","64011163561"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-13T23:59:59Z""}]","64011414451"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-04-02T16:41:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","64011516441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-04-02T16:41:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","64011516441"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-27T23:59:59Z""}]","64011516511"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-18T23:59:59Z""}]","64011601441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-08-21T05:15:00Z""}]","64011601446"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-11-07T21:19:30Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-09T23:59:59Z""}]","64011633304"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-11T23:59:59Z""}]","64011641111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-11-04T00:09:01Z""}]","64013434100"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-08-11T21:32:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-19T23:59:59Z""}]","64013516601"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-16T23:59:59Z""}]","64014064466"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-12-08T23:44:32Z""}]","64014156310"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-04-17T23:53:12Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-23T23:59:59Z""}]","64014161144"
"","64014341341"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-10-07T21:55:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-12T23:59:59Z""}]","64014410454"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-13T23:59:59Z""}]","64014561151"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-11-12T00:48:25Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-10T15:11:48Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-10T15:11:48Z""}]","64014563163"
"","64014611331"
"","64014616330"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-01-30T22:14:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-06-18T18:37:56Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-18T18:37:56Z""}]","64014641161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-23T23:59:59Z""}]","64016104666"
"","64016113453"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-03T23:59:59Z""}]","64016116111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-23T23:59:59Z""}]","64016615511"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-05-05T02:35:45Z""}]","64031444143"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-11-27T22:04:07Z""}]","64034161643"
"","64034641166"
"","64041011600"
"","64041034101"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-09-06T00:45:25Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-25T23:59:59Z""}]","64041103411"
"","64041116650"
"","64041144151"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-04T23:59:59Z""}]","64041153640"
"","64041311113"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-06-23T19:22:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-11-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-11-19T23:59:59Z""}]","64041501111"
"","64043014464"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-04-30T22:40:31Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-31T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-02T23:59:59Z""}]","64043101030"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-11-21T15:54:31Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-16T23:59:59Z""}]","64044114416"
"","64044115041"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-21T23:59:59Z""}]","64044140166"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-19T23:59:59Z""}]","64044144464"
"","64044146563"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-12-21T18:57:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-07T23:59:59Z""}]","64044165166"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-11-13T23:42:18Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-25T23:59:59Z""}]","64044401431"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-11-13T23:42:18Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-25T23:59:59Z""}]","64044401431"
"","64044443614"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2013-11-09T05:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-09-11T23:59:59Z""}]","64044501546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-05-10T04:01:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-13T23:59:59Z""}]","64044531516"
"","64044611014"
"","64044614511"
"","64046664616"
"","64051010643"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-06-16T22:48:59Z""}]","64051634316"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-06-03T20:21:16Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-03T23:59:59Z""}]","64055561150"
"","64061014354"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-08-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-26T23:59:59Z""}]","64061064140"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-13T23:59:59Z""}]","64061146144"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-29T23:59:59Z""}]","64061146311"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-03-02T03:18:10Z""}]","64061146666"
"","64061161161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-16T23:59:59Z""}]","64061405066"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-04-18T15:32:15Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-17T23:59:59Z""}]","64061411601"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-20T23:59:59Z""}]","64061416146"
"","64061441450"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-12T23:59:59Z""}]","64061511611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-01-06T18:55:21Z""}]","64061641116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2007-01-08T18:26:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-08-12T06:11:39Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-12T06:11:39Z""}]","64061641141"
"","64061644616"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-07T23:59:59Z""}]","64061665131"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-05-20T20:09:55Z""}]","64061666414"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-06-13T15:04:37Z""}]","64061666446"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-25T23:59:59Z""}]","64063361411"
"","64063411404"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-08-27T15:50:10Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-27T15:50:10Z""}]","64064306351"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-06-16T16:24:45Z""}]","64066561011"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-10-15T14:05:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-15T23:59:59Z""}]","64066610014"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-10-15T14:05:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-15T23:59:59Z""}]","64066610014"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-08-02T23:00:25Z""}]","64066641161"
"","64101060151"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-03-09T21:00:56Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-08-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-19T23:59:59Z""}]","64101111131"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-06-12T19:10:19Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-12T19:10:19Z""}]","64101140404"
"","64101151014"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-04-08T23:59:59Z""}]","64101156116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-05-19T21:42:09Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-07T23:59:59Z""}]","64101434011"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-02-23T15:22:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-01-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-01-21T23:59:59Z""}]","64101441414"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-09-10T19:45:08Z""}]","64101611141"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-29T23:59:59Z""}]","64101654611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-05-09T23:05:11Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-24T17:38:47Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-24T17:38:47Z""}]","64103115316"
"","64103611504"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-13T23:59:59Z""}]","64104451160"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2018-02-19T22:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2018-04-22T17:59:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-04-22T17:59:00Z""}]","64104661116"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-29T23:59:59Z""}]","64105114116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-06T22:38:33Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-02T23:59:59Z""}]","64111314411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-02-22T19:01:42Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-29T23:59:59Z""}]","64111611154"
"","64114436143"
"","64114444343"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-14T23:59:59Z""}]","64114446114"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-10-17T22:55:06Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-10-17T22:55:06Z""}]","64141314116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-03-06T19:34:45Z""}]","64151043416"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-07T23:59:59Z""}]","64153611661"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-03-24T18:59:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-04-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-04-14T23:59:59Z""}]","64161005654"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-07-04T00:50:33Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-26T15:10:51Z""}]","64161010043"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-07-04T00:50:33Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-26T15:10:51Z""}]","64161010043"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-16T23:59:59Z""}]","64161100460"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-02-26T00:38:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-26T00:38:01Z""}]","64161316464"
"[{""EventType"":""Ported"",""LastChangedDate"":""2006-10-08T19:37:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-11T23:59:59Z""}]","64161441460"
"","64161514466"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-10-11T20:59:34Z""}]","64163561140"
"","64164050464"
"","64164100411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-08-22T02:15:40Z""}]","64164601403"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-09-19T18:11:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-08-02T07:33:23Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-02T07:33:23Z""}]","64164611466"
"","64164615141"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-01T23:59:59Z""}]","64164663633"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-07T23:59:59Z""}]","64165101114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2006-12-20T18:21:21Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-28T23:59:59Z""}]","64165141111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-11T16:25:01Z""}]","64166641151"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-11T16:25:01Z""}]","64166641151"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-26T23:59:59Z""}]","64301051515"
"","64301404430"
"","64301466563"
"","64301510004"
"","64301644140"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-08T23:14:30Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-05T02:07:24Z""}]","64311443430"
"","64313601316"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-07T20:37:01Z""}]","64314511141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-07T20:37:01Z""}]","64314511141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-07-03T01:14:07Z""}]","64314634561"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-07-03T01:14:07Z""}]","64314634561"
"","64344601616"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-07T23:59:59Z""}]","64345146413"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-13T23:59:59Z""}]","64346461334"
"[{""EventType"":""Ported"",""LastChangedDate"":""2007-07-20T18:43:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-29T23:59:59Z""}]","64364334111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-10-29T00:10:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-08-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-26T23:59:59Z""}]","64364404651"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-08-23T23:32:27Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-20T23:59:59Z""}]","64364631114"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2013-08-04T04:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-06T23:59:59Z""}]","64401146544"
"","64401361144"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-14T23:59:59Z""}]","64405011010"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-04-21T20:44:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-20T23:59:59Z""}]","64411116161"
"","64411146414"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-08T23:59:59Z""}]","64411611111"
"","64414116630"
"","64414146534"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-07-11T20:53:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-13T23:59:59Z""}]","64414431013"
"","64415416444"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-08-06T13:33:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-13T23:59:59Z""}]","64445356366"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-09-24T20:57:03Z""}]","64451111144"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-02-10T19:55:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-15T23:59:59Z""}]","64451453606"
"","64461041116"
"","64461050106"
"","64461104160"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-14T23:59:59Z""}]","64461410464"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-09-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-06T23:59:59Z""}]","64461430114"
